student_id,lifestyle_type,age,gender,course,year_of_study,hostel_block,sleep_time,wake_time,alarm_count,snooze_frequency,noise_sleep_tolerance,lights_off_time,study_hours,study_time_preference,silence_requirement,self_talking_study,academic_seriousness,cleanliness_score,organization_score,laundry_frequency,bed_making_habit,room_cleaning_frequency,bathing_frequency,towel_management,phone_call_frequency,late_night_calls,talkativeness,guest_frequency,overnight_guest_comfort,friendship_expectation,guest_timing_preference,privacy_preference,sharing_comfort,boundary_importance,unauthorized_usage,borrowing_frequency,independence_preference,fan_speed_preference,temperature_preference,entry_exit_noise_awareness,conflict_tolerance,conflict_style,criticism_response,emotional_stability,negativity_level,communication_respect,punctuality,adaptability,schedule_consistency,smoking,drinking,gaming_hours,music_frequency,music_volume,room_eating_habit,food_smell_tolerance,food_preference,gym_frequency,religious_practice_frequency,expense_responsibility
286,average,19,Female,ME,4,A,23,7,1,3,3,23,2,Evening,4,4,4,2,3,3,1,7,3,5,4,1,3,2,1,3,Afternoon,3,4,2,0,1,2,5,3,2,2,Avoid,4,2,4,5,3,4,3,0,1,3,3,3,0,2,Non-Vegetarian,3,4,4
287,disciplined,24,Male,ME,4,C,23,7,4,3,2,23,4,Afternoon,1,5,4,5,5,2,0,1,2,1,2,2,3,1,1,2,Anytime,4,4,3,0,2,2,1,2,4,3,Aggressive,2,4,4,4,4,4,4,1,0,2,3,4,1,4,Eggetarian,2,5,4
288,introvert,24,Female,CE,2,A,23,7,3,3,5,23,4,Night,4,1,5,4,4,1,0,5,1,2,2,4,1,1,0,1,Evening,5,3,5,1,5,5,3,1,2,2,Direct,5,2,3,2,4,3,3,0,0,4,1,2,1,2,Non-Vegetarian,1,4,3
289,gamer,21,Male,BBA,4,B,0,7,5,2,3,0,3,Evening,5,4,1,2,1,1,0,2,3,4,4,1,4,2,0,2,Anytime,2,2,2,0,3,4,3,5,2,2,Avoid,4,3,1,2,5,2,1,0,0,5,5,4,0,4,Eggetarian,2,5,4
290,disciplined,22,Female,ME,1,D,23,6,2,5,1,23,6,Afternoon,3,1,4,5,5,2,1,7,2,3,5,3,3,2,1,2,Evening,4,3,2,0,2,3,2,2,4,2,Direct,2,4,1,5,2,4,4,0,0,2,3,5,0,5,Non-Vegetarian,3,1,5
291,fitness_focused,19,Female,CSE,3,B,1,7,3,1,1,1,2,Evening,4,2,4,3,4,4,1,4,1,3,4,3,4,2,0,2,Evening,3,2,3,0,2,2,2,2,4,4,Aggressive,4,4,3,4,4,4,4,0,0,3,3,5,1,4,Vegetarian,5,4,4
292,average,20,Female,BBA,2,D,22,9,5,5,3,22,5,Morning,3,3,1,3,4,6,0,4,2,4,5,5,2,3,0,3,Evening,3,4,2,0,5,3,4,3,2,4,Avoid,2,3,4,3,4,2,3,0,0,3,4,1,1,2,Non-Vegetarian,4,2,4
293,introvert,20,Male,CE,4,C,22,8,2,1,4,22,2,Evening,2,4,1,3,2,6,1,2,3,3,3,4,1,1,0,2,Afternoon,4,2,4,0,3,4,1,2,2,2,Avoid,2,4,2,2,4,3,2,1,1,1,4,3,1,2,Non-Vegetarian,0,3,2
294,average,19,Female,CSE,1,A,23,7,3,2,5,23,3,Night,3,1,3,3,3,1,1,2,1,2,5,4,4,2,0,4,Anytime,4,3,3,0,3,2,1,1,3,2,Direct,4,2,3,4,4,4,2,0,0,1,2,1,0,3,Non-Vegetarian,3,5,4
295,introvert,20,Male,CSE,3,B,23,8,4,3,1,23,2,Morning,3,2,3,4,3,3,1,7,2,1,5,3,1,1,0,2,Evening,5,2,4,0,3,5,2,1,2,4,Direct,2,4,1,2,3,3,3,0,0,2,1,1,0,4,Non-Vegetarian,4,5,2
296,clean_freak,22,Female,EE,1,D,22,8,4,1,3,22,4,Morning,2,1,1,4,3,1,1,1,2,3,4,5,2,3,0,4,Afternoon,4,3,4,0,2,4,5,1,4,3,Avoid,3,3,5,4,4,2,4,0,1,2,4,5,0,1,Non-Vegetarian,1,5,4
297,average,24,Female,IT,2,D,1,8,3,2,5,1,2,Night,3,5,4,2,1,4,0,6,2,2,5,2,4,2,0,2,Morning,2,2,4,0,1,4,4,2,2,3,Direct,2,3,1,2,4,2,3,0,0,2,2,1,1,4,Non-Vegetarian,3,5,4
298,average,23,Male,ME,2,D,0,7,2,4,4,0,4,Night,1,3,1,3,3,2,0,7,1,4,5,3,2,3,0,3,Afternoon,3,3,2,1,1,3,5,1,4,3,Complain,4,3,4,3,3,3,3,0,0,4,2,4,0,2,Vegetarian,3,4,2
299,fitness_focused,22,Male,ECE,3,C,0,6,3,5,3,0,5,Morning,1,5,1,2,2,3,0,7,3,5,5,5,4,2,1,4,Morning,2,2,3,1,5,3,1,4,2,2,Direct,4,5,2,5,5,4,5,0,0,3,1,4,1,3,Vegetarian,6,1,5
300,average,24,Male,IT,4,B,1,6,1,1,5,1,3,Afternoon,4,1,2,3,3,5,0,1,3,5,4,2,2,2,0,3,Morning,2,3,2,1,1,3,5,4,2,2,Complain,3,2,1,4,5,4,4,0,0,4,3,5,0,2,Non-Vegetarian,1,4,3
301,disciplined,22,Male,EE,1,D,23,6,3,4,5,23,4,Morning,1,5,1,5,4,2,0,2,3,1,2,2,2,1,0,3,Anytime,2,4,3,0,2,4,2,1,4,4,Avoid,4,5,4,4,1,4,5,1,0,0,3,1,0,5,Vegetarian,0,2,4
302,disciplined,21,Male,BBA,2,B,22,7,5,5,5,22,7,Evening,4,2,5,4,4,4,0,5,2,3,3,3,4,1,0,2,Anytime,3,3,4,0,4,2,5,1,4,2,Avoid,2,5,4,4,1,4,4,0,0,0,1,2,0,4,Eggetarian,4,1,5
303,average,22,Male,ME,1,D,1,7,2,2,1,1,3,Night,1,4,5,2,3,7,1,4,1,3,3,1,2,2,0,4,Morning,4,2,2,0,2,4,5,1,2,4,Avoid,5,2,4,4,1,4,4,0,1,2,3,3,1,2,Eggetarian,2,3,3
304,average,22,Male,BCOM,3,D,22,7,2,3,5,22,2,Evening,4,4,1,4,4,4,0,1,3,1,1,3,2,3,1,4,Evening,2,3,4,0,5,2,4,4,4,2,Avoid,5,3,3,3,3,3,4,0,0,3,2,5,1,2,Eggetarian,0,4,2
305,average,19,Female,BCOM,3,A,23,7,1,1,3,23,2,Morning,4,3,5,2,3,5,0,3,3,3,2,5,3,3,0,4,Afternoon,3,4,2,0,4,3,2,2,4,2,Avoid,5,4,2,4,4,3,2,0,0,4,2,3,1,3,Vegetarian,2,3,2
306,night_owl,18,Female,EE,4,B,3,10,3,1,2,3,5,Afternoon,3,3,5,4,3,3,0,7,3,1,1,4,3,3,1,3,Evening,4,4,4,0,2,4,1,3,2,4,Avoid,4,4,2,5,5,4,1,0,0,3,1,3,0,3,Vegetarian,1,3,2
307,clean_freak,20,Female,ECE,4,B,23,6,1,1,5,23,5,Night,1,5,1,4,3,2,0,6,3,2,4,2,2,3,1,2,Morning,5,2,4,0,1,4,5,4,5,3,Direct,5,5,5,4,1,2,2,0,0,1,3,4,0,3,Vegetarian,4,5,2
308,average,21,Female,BCOM,4,C,0,6,4,1,5,0,3,Night,3,5,3,2,1,1,1,5,1,1,5,5,3,2,1,2,Afternoon,3,4,3,0,1,4,2,4,2,2,Avoid,3,3,1,3,4,3,3,0,0,1,1,3,0,4,Vegetarian,4,5,3
309,fitness_focused,18,Female,CSE,3,B,1,9,4,4,1,1,2,Morning,2,4,1,2,1,7,0,5,1,3,4,4,4,2,0,3,Afternoon,4,3,2,0,2,2,2,2,3,3,Complain,2,5,3,4,4,4,5,0,0,4,4,5,0,3,Eggetarian,6,3,4
310,disciplined,20,Male,BCOM,2,C,22,5,4,5,5,22,4,Night,1,2,2,5,5,6,0,1,1,3,4,1,4,1,1,4,Morning,3,3,4,0,2,2,4,3,4,3,Aggressive,5,5,5,5,1,5,4,0,1,1,2,2,1,2,Non-Vegetarian,0,5,5
311,social,24,Male,ME,2,A,23,7,3,2,4,23,4,Morning,4,5,1,4,4,2,1,6,1,4,4,1,5,4,1,4,Evening,3,4,4,0,3,3,5,3,4,3,Complain,3,2,2,2,3,3,4,0,0,4,5,3,0,5,Eggetarian,2,5,4
312,disciplined,23,Female,ECE,4,D,22,6,1,2,1,22,7,Night,4,1,2,4,5,3,1,7,1,3,2,3,3,1,0,4,Evening,4,3,4,0,1,2,2,4,4,2,Direct,5,5,4,4,1,4,5,0,0,0,2,5,1,2,Vegetarian,0,4,4
313,social,20,Male,EE,1,C,23,8,4,2,5,23,2,Night,4,2,1,4,4,2,1,3,1,4,4,4,5,5,1,4,Morning,3,5,2,1,4,3,2,5,2,4,Direct,5,2,3,5,4,3,2,0,1,1,5,3,1,4,Vegetarian,1,2,2
314,night_owl,18,Male,IT,3,B,2,10,4,1,4,2,6,Morning,4,1,2,2,3,1,0,5,1,1,4,1,2,3,0,4,Evening,2,3,3,0,4,2,2,2,3,2,Complain,4,4,5,2,2,4,2,0,0,4,3,5,0,2,Non-Vegetarian,2,3,2
315,average,19,Female,ECE,4,D,22,7,4,4,5,22,3,Afternoon,1,1,2,4,3,4,0,1,3,2,3,5,3,2,1,4,Anytime,4,4,4,1,2,3,2,5,2,2,Avoid,4,5,1,4,2,4,3,0,0,4,4,1,1,5,Eggetarian,0,4,3
316,average,21,Male,CSE,3,A,1,7,1,2,2,1,3,Evening,3,2,1,3,4,7,1,1,2,5,4,1,4,3,1,4,Afternoon,4,2,4,0,1,4,2,3,4,3,Aggressive,2,4,2,5,5,4,4,0,1,1,2,2,0,4,Vegetarian,4,2,4
317,gamer,21,Female,EE,2,C,0,6,1,3,3,0,5,Night,1,4,1,3,2,2,1,4,2,4,2,5,4,2,0,4,Anytime,3,3,2,0,4,3,5,5,3,3,Avoid,5,4,4,3,2,3,3,0,0,4,5,5,0,5,Eggetarian,1,2,3
318,disciplined,20,Male,IT,4,D,23,7,3,4,5,23,3,Morning,1,2,3,4,5,3,1,3,2,2,5,4,3,2,0,2,Evening,4,3,2,0,2,4,2,5,5,3,Avoid,3,4,3,5,2,5,4,0,0,2,3,4,0,4,Non-Vegetarian,1,5,4
319,average,22,Male,CE,3,C,22,7,5,1,5,22,5,Evening,3,1,4,4,4,4,1,1,3,3,4,3,3,2,0,2,Evening,4,4,2,0,1,3,5,4,2,2,Avoid,4,3,3,2,1,3,2,1,0,1,3,3,1,2,Non-Vegetarian,2,2,2
320,average,19,Female,CE,4,D,22,7,4,4,3,22,2,Morning,5,3,2,4,5,7,0,3,1,1,3,2,3,3,0,4,Anytime,4,2,4,0,4,2,3,3,2,2,Complain,5,3,2,4,5,3,3,0,0,4,4,5,1,4,Non-Vegetarian,1,2,3
321,introvert,22,Female,EE,3,D,23,7,5,3,2,23,3,Evening,5,1,1,5,5,3,0,2,1,1,1,2,2,1,0,2,Afternoon,4,1,4,0,1,5,3,1,2,2,Avoid,4,5,1,3,4,4,4,0,1,1,3,2,1,5,Non-Vegetarian,4,5,4
322,night_owl,21,Male,BBA,4,D,3,11,2,1,2,3,4,Afternoon,3,3,2,2,3,2,0,6,3,1,2,2,2,2,0,4,Afternoon,4,2,4,0,5,2,1,4,4,2,Direct,3,5,3,5,2,2,3,1,0,1,2,4,1,2,Eggetarian,3,2,2
323,gamer,21,Female,IT,3,C,0,9,2,4,2,0,2,Evening,2,5,1,4,5,6,1,4,3,5,2,1,3,2,0,4,Anytime,2,4,3,0,1,3,2,2,3,4,Avoid,3,2,3,3,2,2,3,0,1,7,4,1,1,4,Eggetarian,4,1,4
324,average,22,Male,CE,2,C,0,7,5,5,2,0,4,Evening,3,4,1,3,4,6,1,6,3,4,2,2,3,3,0,2,Evening,3,3,4,1,5,4,1,2,3,4,Aggressive,2,3,5,3,4,2,2,0,0,2,4,5,1,2,Vegetarian,3,3,2
325,social,22,Male,ME,2,A,1,7,2,3,4,1,1,Afternoon,2,1,1,3,4,4,1,5,3,5,5,4,5,4,1,5,Evening,1,4,4,1,1,1,2,1,3,4,Direct,4,2,3,4,1,3,2,0,0,2,4,3,0,3,Eggetarian,4,3,4
326,disciplined,20,Male,BCOM,3,B,21,7,2,1,5,21,6,Night,1,2,5,5,4,5,0,2,2,1,2,2,2,1,0,2,Anytime,3,3,4,0,2,2,1,5,4,2,Direct,5,5,1,4,2,4,4,0,0,0,3,5,1,3,Vegetarian,4,2,4
327,average,19,Female,BBA,3,B,22,7,4,3,5,22,2,Afternoon,3,2,1,2,2,1,1,6,3,2,3,1,4,3,0,2,Evening,3,2,2,0,3,3,4,1,4,4,Direct,3,4,2,5,1,2,2,1,0,2,3,2,1,4,Eggetarian,2,5,3
328,average,24,Male,CE,1,C,22,7,1,2,4,22,2,Night,1,3,5,2,2,2,1,3,1,2,5,5,2,3,0,3,Anytime,4,2,3,0,2,2,3,5,4,2,Complain,4,4,2,2,2,4,4,0,0,2,1,1,0,4,Non-Vegetarian,3,5,4
329,night_owl,21,Female,ECE,3,D,3,10,3,4,2,3,3,Evening,4,1,2,3,3,4,0,1,1,5,1,1,4,2,0,2,Morning,4,3,4,0,1,3,4,3,2,3,Avoid,5,2,5,2,5,2,3,0,0,1,2,5,0,2,Non-Vegetarian,0,4,2
330,average,18,Female,BCOM,1,B,22,9,2,3,1,22,2,Evening,3,5,3,3,3,2,1,2,1,2,1,1,4,3,0,3,Evening,3,3,4,1,5,3,4,1,2,2,Direct,4,3,2,5,2,3,3,1,0,4,2,1,1,2,Eggetarian,1,2,4
331,gamer,18,Male,CSE,3,D,1,9,1,3,3,1,2,Morning,1,1,4,4,4,6,1,1,2,1,1,3,4,2,0,4,Evening,4,2,3,0,1,3,2,1,3,4,Direct,4,4,5,5,4,4,3,1,1,5,4,2,1,5,Eggetarian,0,4,3
332,social,23,Female,ECE,4,D,23,7,2,4,3,23,1,Night,4,5,3,2,1,7,0,7,2,4,2,2,5,4,1,5,Morning,1,5,2,1,2,1,2,4,2,5,Direct,5,3,1,2,4,2,2,0,1,3,4,5,0,3,Non-Vegetarian,4,5,4
333,social,24,Female,ME,1,A,0,7,5,5,5,0,3,Morning,1,5,4,3,3,5,0,2,1,4,3,5,4,5,1,5,Anytime,1,4,2,0,3,3,1,4,3,4,Direct,5,2,1,3,4,4,2,0,1,4,4,5,0,3,Eggetarian,3,5,3
334,clean_freak,22,Female,ME,4,D,1,6,3,1,5,1,4,Afternoon,1,3,1,4,4,1,1,4,1,4,5,2,2,3,1,4,Afternoon,5,4,5,0,3,2,4,5,5,2,Complain,2,5,3,5,4,4,2,0,1,4,1,3,1,3,Non-Vegetarian,1,1,3
335,disciplined,22,Female,ECE,4,B,21,6,5,2,4,21,5,Afternoon,1,5,5,4,4,5,1,5,3,5,2,5,2,2,0,3,Anytime,3,2,4,0,4,4,5,1,5,2,Direct,2,5,1,4,1,4,5,0,0,2,4,1,0,3,Non-Vegetarian,3,1,5
336,average,19,Male,EE,3,A,1,8,1,2,3,1,4,Evening,4,2,3,2,3,1,1,3,3,1,2,3,3,2,1,3,Morning,3,4,3,0,5,2,3,5,4,4,Direct,2,5,4,3,1,3,2,1,0,4,1,2,1,3,Non-Vegetarian,3,3,4
337,average,23,Male,BBA,4,C,1,8,1,3,3,1,4,Evening,1,1,1,4,3,6,0,1,3,4,3,2,4,3,0,3,Morning,2,3,2,1,1,2,5,5,4,3,Avoid,5,4,2,5,2,2,4,0,0,3,1,4,1,2,Vegetarian,0,5,4
338,introvert,20,Male,EE,3,B,22,7,4,4,3,22,5,Night,4,4,1,4,4,3,0,1,2,3,4,3,2,1,0,2,Evening,4,3,5,0,3,4,2,5,4,2,Avoid,3,3,3,4,4,3,2,0,0,3,3,1,0,5,Eggetarian,2,5,4
339,average,18,Male,BBA,2,B,22,7,2,3,2,22,5,Night,4,4,3,3,2,7,1,5,1,4,1,1,2,2,1,4,Morning,2,3,4,0,5,4,4,1,2,4,Direct,2,5,5,5,4,4,3,0,0,1,2,5,1,5,Vegetarian,2,4,2
340,fitness_focused,21,Female,ME,4,A,23,6,2,1,2,23,4,Afternoon,4,3,2,3,3,6,1,7,3,1,4,5,3,2,1,3,Afternoon,3,2,2,0,5,3,3,3,3,2,Direct,5,5,2,5,3,5,5,0,0,2,2,1,0,3,Vegetarian,5,4,5
341,clean_freak,22,Female,ECE,4,D,1,7,2,3,2,1,5,Afternoon,1,2,5,4,4,6,0,7,1,4,3,1,4,2,0,4,Anytime,4,2,5,0,3,4,2,1,5,4,Avoid,4,3,3,4,3,2,3,0,0,1,1,4,1,2,Eggetarian,2,5,2
342,gamer,20,Male,EE,3,C,0,8,3,4,1,0,3,Evening,1,4,5,4,3,4,0,1,3,3,2,5,2,2,1,4,Evening,4,4,3,1,5,4,5,2,4,4,Direct,4,3,4,3,4,2,2,1,1,5,5,4,0,2,Vegetarian,4,5,4
343,fitness_focused,23,Female,ME,3,B,23,7,5,4,2,23,3,Afternoon,5,1,2,2,3,6,1,1,2,2,5,2,2,2,0,2,Afternoon,2,2,2,0,2,2,2,1,2,2,Aggressive,5,5,2,4,1,4,5,0,0,4,1,1,0,4,Vegetarian,6,4,4
344,average,23,Male,EE,3,B,22,6,4,3,4,22,3,Afternoon,3,3,4,4,4,7,0,1,1,2,1,4,3,2,0,3,Evening,3,4,4,1,4,2,3,1,4,2,Aggressive,5,5,4,4,1,2,2,1,0,3,1,1,0,4,Vegetarian,3,5,3
345,disciplined,22,Female,BCOM,1,A,22,7,2,4,4,22,7,Afternoon,3,5,2,5,5,6,1,2,2,5,4,1,4,1,1,4,Morning,3,4,4,0,4,4,1,3,4,3,Aggressive,3,5,4,4,5,5,5,0,1,2,2,2,0,2,Vegetarian,3,3,5
346,gamer,23,Male,BBA,1,C,22,6,5,3,2,22,2,Night,3,3,5,3,2,4,1,4,2,1,2,4,3,3,0,2,Morning,4,4,4,0,3,2,5,5,3,2,Aggressive,4,2,2,3,5,3,2,0,0,4,5,3,1,3,Vegetarian,4,3,4
347,average,21,Male,IT,4,B,22,7,2,3,4,22,2,Morning,1,1,4,2,3,3,1,3,1,4,2,2,2,3,1,2,Afternoon,4,4,3,0,1,2,1,4,4,4,Avoid,3,4,4,3,1,2,3,0,0,3,1,4,0,2,Non-Vegetarian,4,1,2
348,disciplined,20,Male,ME,4,A,23,5,3,2,4,23,3,Morning,3,2,4,4,5,2,0,1,1,4,1,4,4,2,0,2,Anytime,3,4,4,0,1,4,5,3,5,4,Complain,3,4,5,5,4,4,5,0,0,2,3,3,1,2,Non-Vegetarian,0,5,4
349,fitness_focused,19,Female,ECE,2,A,22,8,3,1,2,22,4,Night,2,2,1,3,3,2,1,4,2,5,2,3,2,3,0,3,Evening,4,3,2,1,4,2,5,5,2,4,Complain,4,4,3,5,2,5,4,0,0,4,3,4,0,2,Non-Vegetarian,6,1,5
350,clean_freak,20,Male,BBA,3,D,0,8,1,3,4,0,3,Afternoon,5,2,1,4,3,5,1,7,2,1,1,4,4,3,0,4,Morning,4,2,4,0,1,3,5,4,4,4,Direct,3,4,3,5,4,2,4,0,0,1,4,5,1,1,Non-Vegetarian,2,1,4
351,average,18,Male,ME,2,D,0,8,1,1,2,0,5,Morning,1,3,1,3,2,7,0,3,3,5,3,4,4,3,0,3,Evening,2,3,2,1,2,2,4,5,4,2,Complain,4,2,2,2,1,2,3,0,1,2,3,1,0,2,Vegetarian,2,3,2
352,fitness_focused,19,Female,CSE,3,A,22,8,5,1,2,22,4,Afternoon,5,3,3,2,2,6,1,2,1,3,4,1,2,2,1,3,Morning,4,2,3,1,5,2,1,5,3,4,Aggressive,5,5,1,4,4,5,4,0,0,2,2,5,1,4,Eggetarian,7,3,4
353,disciplined,21,Female,BCOM,4,B,22,6,1,2,2,22,5,Morning,1,4,2,5,5,3,0,4,1,3,1,4,4,2,0,4,Morning,4,2,4,0,5,4,2,2,4,3,Complain,2,4,1,4,5,4,5,0,0,0,1,5,1,4,Vegetarian,0,2,4
354,disciplined,21,Female,CE,2,A,22,7,3,4,3,22,7,Night,3,5,2,4,3,5,1,3,1,4,1,2,2,2,0,2,Afternoon,3,3,3,0,5,2,1,3,5,3,Direct,3,4,4,4,1,5,4,0,1,2,1,2,0,5,Eggetarian,1,1,4
355,disciplined,22,Male,BCOM,1,C,23,5,4,1,1,23,7,Night,2,5,3,5,5,5,0,6,3,3,5,4,4,2,0,4,Morning,3,4,4,0,1,4,1,3,4,3,Avoid,2,5,5,4,5,5,4,0,0,1,1,1,0,3,Eggetarian,3,2,4
356,disciplined,22,Male,EE,2,B,21,7,2,1,3,21,3,Evening,3,4,3,4,5,2,0,1,2,3,5,5,4,1,0,4,Afternoon,4,4,4,0,1,2,1,2,4,3,Avoid,3,4,2,5,4,5,4,0,0,1,2,1,0,2,Non-Vegetarian,2,1,5
357,average,19,Male,CSE,3,B,1,9,4,3,4,1,2,Afternoon,2,1,1,4,3,5,0,4,3,1,4,3,3,2,0,4,Afternoon,2,2,3,0,5,3,1,5,3,3,Avoid,3,2,2,2,4,3,2,0,0,4,3,4,1,5,Vegetarian,3,2,4
358,average,19,Male,BBA,3,C,22,8,5,3,3,22,4,Morning,4,4,4,2,3,3,0,6,1,5,4,3,2,3,1,2,Anytime,2,2,2,1,2,3,1,1,3,2,Complain,3,5,2,4,5,4,3,0,1,2,1,5,0,5,Eggetarian,4,1,4
359,social,21,Male,CE,3,A,1,9,5,4,3,1,2,Afternoon,5,3,2,2,3,3,1,2,2,1,3,5,4,4,1,4,Evening,1,4,4,0,1,1,3,5,3,4,Direct,4,4,2,5,4,4,4,0,0,3,5,4,1,4,Vegetarian,2,2,3
360,average,21,Female,BBA,4,D,22,9,2,3,2,22,2,Afternoon,3,3,3,2,3,6,0,5,2,5,3,5,2,3,0,3,Afternoon,3,3,4,1,4,3,4,2,2,2,Direct,5,4,2,3,3,4,4,0,0,2,4,1,1,2,Eggetarian,2,5,4
361,average,24,Male,BBA,1,C,0,8,2,1,4,0,5,Afternoon,4,2,1,4,3,1,0,4,3,3,2,2,2,2,1,4,Anytime,2,4,3,0,2,2,3,3,4,2,Aggressive,5,4,3,5,1,2,3,0,1,2,1,5,1,4,Eggetarian,1,2,3
362,night_owl,19,Female,BBA,3,D,2,9,4,1,1,2,4,Morning,1,3,2,3,4,1,0,3,2,5,1,1,2,2,1,4,Afternoon,4,2,2,0,2,3,4,2,2,3,Direct,4,3,5,2,2,3,3,0,0,2,1,2,0,3,Non-Vegetarian,4,3,3
363,introvert,22,Female,ME,1,B,24,8,4,2,3,24,3,Evening,5,3,2,3,2,2,0,6,3,4,2,5,1,1,0,1,Morning,5,2,5,0,3,4,2,2,3,3,Avoid,4,2,4,5,1,2,4,1,0,2,4,3,1,2,Eggetarian,1,2,3
364,disciplined,18,Female,ECE,2,D,21,6,5,2,5,21,7,Afternoon,1,4,4,5,5,7,1,7,2,4,2,3,3,2,0,2,Afternoon,2,4,2,0,2,2,5,1,4,4,Complain,4,4,3,4,2,4,5,1,0,1,2,5,1,3,Non-Vegetarian,0,4,4
365,gamer,23,Female,CE,1,A,22,8,4,4,3,22,2,Afternoon,1,4,3,2,3,3,0,6,3,3,2,1,4,2,0,3,Afternoon,3,4,2,0,4,2,5,4,4,3,Aggressive,2,3,3,5,1,3,2,0,1,4,4,1,1,2,Non-Vegetarian,2,1,2
366,social,23,Female,IT,4,C,23,9,1,5,4,23,2,Evening,4,5,4,3,2,1,1,7,1,2,1,3,4,5,1,4,Morning,1,5,2,0,1,1,3,1,2,5,Direct,5,5,3,5,4,4,4,1,0,1,5,3,0,3,Non-Vegetarian,3,4,2
367,disciplined,22,Male,ME,4,D,23,5,4,3,5,23,7,Night,5,4,3,4,5,2,1,2,1,5,1,4,3,2,0,2,Evening,2,2,2,0,2,2,2,1,4,3,Direct,4,5,4,5,3,5,5,1,0,2,1,1,0,5,Eggetarian,3,4,5
368,average,23,Female,BCOM,4,C,1,9,3,1,4,1,3,Night,3,4,1,3,3,1,0,4,1,3,3,2,3,2,0,4,Anytime,3,4,3,0,4,3,1,1,4,4,Complain,3,5,2,4,2,2,4,0,1,4,1,2,1,4,Vegetarian,1,5,2
369,night_owl,23,Male,BBA,3,B,1,10,5,3,5,1,6,Evening,5,4,3,3,3,6,1,2,2,3,3,3,4,2,1,4,Evening,2,3,4,0,4,4,5,5,2,4,Avoid,4,4,5,5,3,2,3,0,0,3,1,5,0,3,Vegetarian,0,5,3
370,night_owl,19,Female,CE,3,A,2,9,1,1,5,2,5,Afternoon,1,2,1,3,2,4,1,3,3,3,2,3,4,3,1,3,Anytime,4,2,2,0,2,2,1,3,3,4,Aggressive,4,5,1,3,5,2,3,0,0,2,3,1,0,2,Vegetarian,3,3,3
371,gamer,22,Female,CE,3,C,1,6,5,4,1,1,3,Morning,3,3,5,3,2,3,1,4,2,2,1,1,2,3,0,2,Evening,2,2,3,0,2,2,2,2,3,3,Complain,3,3,4,3,1,2,2,0,1,7,5,5,1,2,Vegetarian,4,3,4
372,introvert,19,Female,BBA,1,B,24,6,4,4,3,24,2,Night,3,2,1,4,3,7,1,1,1,2,5,3,1,1,0,1,Afternoon,5,2,5,0,2,5,3,2,2,2,Avoid,3,3,1,3,1,2,3,1,1,1,2,1,0,3,Vegetarian,1,2,3
373,average,21,Male,ECE,4,D,0,6,4,4,2,0,5,Evening,3,2,1,2,2,6,1,2,1,1,2,2,4,3,1,2,Afternoon,2,2,3,0,1,2,5,3,3,2,Direct,2,5,2,3,2,3,2,0,0,4,4,3,1,2,Non-Vegetarian,3,3,3
374,average,22,Male,EE,1,D,0,7,5,4,2,0,5,Afternoon,3,5,1,2,1,3,0,7,3,3,4,4,4,3,1,4,Afternoon,2,3,2,0,4,4,1,2,2,2,Direct,2,2,1,5,5,2,2,0,1,4,1,1,1,2,Non-Vegetarian,2,1,4
375,fitness_focused,22,Male,IT,1,C,0,7,5,3,1,0,5,Morning,2,2,2,3,3,6,1,2,1,5,4,2,2,2,1,3,Afternoon,2,2,3,0,4,4,3,3,4,4,Aggressive,3,4,3,4,5,4,4,0,0,3,3,3,1,2,Non-Vegetarian,7,5,5
376,night_owl,22,Female,CSE,3,D,1,9,1,3,5,1,5,Evening,1,5,3,2,3,4,1,3,3,2,4,4,4,2,0,4,Evening,3,2,3,0,4,3,4,3,2,2,Complain,3,2,4,2,4,3,3,0,0,2,1,3,0,3,Eggetarian,2,1,2
377,average,24,Female,CE,1,B,0,8,5,4,2,0,5,Afternoon,4,2,4,2,3,6,1,6,1,1,4,4,2,3,1,4,Morning,4,4,4,0,1,2,2,1,2,4,Direct,2,4,5,3,2,2,4,0,0,2,1,2,0,4,Eggetarian,2,5,4
378,gamer,18,Female,ME,4,D,1,9,3,1,1,1,2,Evening,3,5,5,2,2,3,1,7,1,1,1,4,2,3,1,4,Anytime,2,3,4,0,4,4,4,3,3,4,Complain,2,4,4,3,2,3,3,0,0,8,4,4,0,3,Vegetarian,1,2,2
379,average,18,Male,EE,2,C,23,6,3,4,5,23,2,Morning,4,5,4,2,2,5,1,5,3,5,1,2,4,2,0,4,Morning,2,2,3,1,4,2,2,1,2,2,Complain,3,3,5,4,2,4,3,0,0,1,3,1,1,3,Non-Vegetarian,1,5,2
380,night_owl,18,Female,ME,4,B,1,8,4,4,5,1,5,Afternoon,4,4,2,2,1,7,0,7,3,5,4,2,2,3,1,4,Morning,4,3,4,0,5,3,2,4,3,2,Avoid,5,4,1,2,1,2,1,0,0,2,2,1,0,4,Vegetarian,3,5,4
381,gamer,22,Female,IT,1,D,1,9,4,1,1,1,5,Evening,5,2,1,4,5,5,0,7,3,3,2,1,4,2,1,4,Anytime,3,2,3,0,3,4,4,5,4,4,Avoid,4,3,4,3,1,4,3,0,1,7,5,3,1,5,Vegetarian,4,3,4
